2022-02-18 11:04:26,829 - USER_ID: a3a95cd5-69e8-4403-9b06-a4349e16567b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-01 21:55:26,858 - USER_ID: 23de5eac-3301-4d88-8d62-8788e70938c2 | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test2@gmail.com', 'password': '1234'}
2022-03-01 21:55:26,866 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan', 'password': '1234'}
2022-03-01 21:55:27,026 - USER_ID: anonymous | METHOD: POST | URL: /api/users/send-password | ARGS: {'email': 'ivan@marga.app'}
2022-03-01 21:55:27,213 - USER_ID: anonymous | METHOD: POST | URL: /api/users/restore-password | ARGS: {'new_password': 'BlaBla', 'code': '2GRFAC4sRvR1', 'user_id': '1ff16eb6-0253-4d42-a37c-8c214a8d56a8'}
2022-03-01 21:55:27,373 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan@marga.app', 'password': '12345'}
2022-03-01 21:55:27,534 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan@marga.app', 'password': 'BlaBla'}
2022-03-01 21:55:27,847 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 21:55:28,010 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 21:55:28,178 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-03-01 21:55:28,338 - USER_ID: f2c524e3-b8af-4711-8bce-8f33d92643c0 | METHOD: POST | URL: /api/users/login_phone | ARGS: {'phone': '79312972206'}
2022-03-06 10:40:44,888 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:40:45,275 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:40:45,847 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:40:46,013 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:40:46,278 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:40:59,768 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:40:59,796 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:40:59,808 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-03-06 10:40:59,819 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/documents/427877b3-4d46-4f19-bcbc-4c0f6f952641 | ARGS: {'body': ['0']}
2022-03-06 10:40:59,832 - USER_ID: 00bee109-d4a2-4584-b2e0-9de2fc3e2d2a | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': 'b82c58c5-cd58-483e-8d1a-80578713f053'}
2022-03-06 10:40:59,842 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: POST | URL: /api/documents/427877b3-4d46-4f19-bcbc-4c0f6f952641/convert | ARGS: {}
2022-03-06 10:41:47,107 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:41:47,119 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/documents/427877b3-4d46-4f19-bcbc-4c0f6f952641/previews | ARGS: {}
2022-03-06 10:41:47,133 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/documents/481e655b-edaf-4bb6-a992-fba2a65e4b0b/previews | ARGS: {}
2022-03-06 10:41:47,174 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/documents/481e655b-edaf-4bb6-a992-fba2a65e4b0b | ARGS: {'body': ['0']}
2022-03-06 10:41:47,184 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:41:47,207 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-03-06 10:41:47,231 - USER_ID: 00bee109-d4a2-4584-b2e0-9de2fc3e2d2a | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'b82c58c5-cd58-483e-8d1a-80578713f053'}
2022-03-06 10:41:47,259 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:41:49,505 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:41:49,530 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: POST | URL: /api/documents/427877b3-4d46-4f19-bcbc-4c0f6f952641/convert | ARGS: {}
2022-03-06 10:42:38,373 - USER_ID: b82c58c5-cd58-483e-8d1a-80578713f053 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:42:39,059 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:42:40,144 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:42:40,883 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:43:07,963 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:43:07,983 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:43:08,127 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-03-06 10:43:08,159 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/documents/10f13a5e-a97d-4161-b544-2fb9d4f1fe6e | ARGS: {'body': ['0']}
2022-03-06 10:43:08,183 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: POST | URL: /api/documents/10f13a5e-a97d-4161-b544-2fb9d4f1fe6e/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-03-06 10:43:19,607 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:43:19,624 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '10f13a5e-a97d-4161-b544-2fb9d4f1fe6e'}, {'id': 'cf3dfb14-8ecf-4a39-83ae-19d1fedc6ea5'}]}
2022-03-06 10:43:51,941 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:43:51,958 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/documents/10f13a5e-a97d-4161-b544-2fb9d4f1fe6e/download | ARGS: {'body': ['0']}
2022-03-06 10:43:52,011 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/documents/10f13a5e-a97d-4161-b544-2fb9d4f1fe6e/download | ARGS: {'body': ['0']}
2022-03-06 10:43:52,074 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/documents/96ba84ee-4200-47b9-8824-ecfee80cd6d4/download | ARGS: {'body': ['0']}
2022-03-06 10:43:52,113 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:43:52,136 - USER_ID: c9675bc0-0d07-4498-9cd7-a46c00b13eda | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'e58c31a3-3de6-430c-9611-875a3d7dcb49'}
2022-03-06 10:43:52,160 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/documents/96ba84ee-4200-47b9-8824-ecfee80cd6d4/download | ARGS: {'body': ['0']}
2022-03-06 10:43:52,546 - USER_ID: e58c31a3-3de6-430c-9611-875a3d7dcb49 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:43:52,747 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:43:52,916 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:43:53,102 - USER_ID: 1633c437-2255-49a7-9950-424206098a59 | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:44:16,772 - USER_ID: 1633c437-2255-49a7-9950-424206098a59 | METHOD: POST | URL: /api/documents/9254201a-d9d0-4712-90c4-29a8790c65fd/split | ARGS: {'pages': [1, 2, 5]}
2022-03-06 10:44:23,109 - USER_ID: 1633c437-2255-49a7-9950-424206098a59 | METHOD: POST | URL: /api/documents/aedfb354-af78-4204-9428-f4ce0e3b8c41/split | ARGS: {'pages': [1, 5]}
2022-03-06 10:44:23,991 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:44:24,414 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:47:55,872 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:47:56,080 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:47:56,437 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:47:56,668 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:47:56,913 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:47:59,275 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:47:59,309 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:47:59,326 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-03-06 10:47:59,340 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/documents/9cfc80ae-2c0d-4f3a-94e4-6e3f2a56a376 | ARGS: {'body': ['0']}
2022-03-06 10:47:59,359 - USER_ID: a2ce3d78-3954-47cd-8bac-41bc04c98d46 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': '79b8ef90-348c-4cb4-88af-532555c11c6d'}
2022-03-06 10:47:59,375 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: POST | URL: /api/documents/9cfc80ae-2c0d-4f3a-94e4-6e3f2a56a376/convert | ARGS: {}
2022-03-06 10:48:28,133 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:48:28,145 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/documents/9cfc80ae-2c0d-4f3a-94e4-6e3f2a56a376/previews | ARGS: {}
2022-03-06 10:48:28,156 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/documents/97b7dbe6-fdb9-46b3-bb01-94c1e0c7c29c/previews | ARGS: {}
2022-03-06 10:48:28,192 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/documents/97b7dbe6-fdb9-46b3-bb01-94c1e0c7c29c | ARGS: {'body': ['0']}
2022-03-06 10:48:28,201 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:48:28,210 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-03-06 10:48:28,220 - USER_ID: a2ce3d78-3954-47cd-8bac-41bc04c98d46 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '79b8ef90-348c-4cb4-88af-532555c11c6d'}
2022-03-06 10:48:28,235 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:48:29,664 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:48:29,681 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: POST | URL: /api/documents/9cfc80ae-2c0d-4f3a-94e4-6e3f2a56a376/convert | ARGS: {}
2022-03-06 10:49:07,222 - USER_ID: 79b8ef90-348c-4cb4-88af-532555c11c6d | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:49:07,621 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:49:07,895 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:49:08,212 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:49:29,754 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:49:29,772 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:49:29,946 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-03-06 10:49:29,974 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/documents/0d3a8478-c60a-44ba-9dea-35c0f392a2ae | ARGS: {'body': ['0']}
2022-03-06 10:49:29,988 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: POST | URL: /api/documents/0d3a8478-c60a-44ba-9dea-35c0f392a2ae/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-03-06 10:49:38,717 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:49:38,754 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '0d3a8478-c60a-44ba-9dea-35c0f392a2ae'}, {'id': '74b86315-cbb2-48ee-8dbf-91eac99de406'}]}
2022-03-06 10:50:22,622 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:50:22,638 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/documents/0d3a8478-c60a-44ba-9dea-35c0f392a2ae/download | ARGS: {'body': ['0']}
2022-03-06 10:50:22,690 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/documents/0d3a8478-c60a-44ba-9dea-35c0f392a2ae/download | ARGS: {'body': ['0']}
2022-03-06 10:50:22,753 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/documents/aa3e8cf6-d7e3-4c79-a99b-bae6a182a85b/download | ARGS: {'body': ['0']}
2022-03-06 10:50:22,795 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:50:22,816 - USER_ID: 371e32c1-8bae-439f-b424-442f71febbf9 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '747a49c0-d954-4061-b7d0-b6733114f153'}
2022-03-06 10:50:22,829 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/documents/aa3e8cf6-d7e3-4c79-a99b-bae6a182a85b/download | ARGS: {'body': ['0']}
2022-03-06 10:50:23,128 - USER_ID: 747a49c0-d954-4061-b7d0-b6733114f153 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:50:23,315 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:50:23,536 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:50:23,798 - USER_ID: cbbaa4b2-e1d3-4924-b36e-b57552f5a134 | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:51:32,392 - USER_ID: cbbaa4b2-e1d3-4924-b36e-b57552f5a134 | METHOD: POST | URL: /api/documents/64f9b4d9-51ab-4395-aece-f227dbd493d6/split | ARGS: {'pages': [1, 2, 5]}
2022-03-06 10:51:42,053 - USER_ID: cbbaa4b2-e1d3-4924-b36e-b57552f5a134 | METHOD: POST | URL: /api/documents/ab787bba-9824-4029-b925-4ac18e9ddb71/split | ARGS: {'pages': [1, 2]}
2022-03-06 10:51:47,212 - USER_ID: cbbaa4b2-e1d3-4924-b36e-b57552f5a134 | METHOD: GET | URL: /api/documents/4c2a24d7-bc42-41c2-ae33-716ccbaedfe4 | ARGS: {}
2022-03-06 10:51:47,550 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:51:47,805 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:53:38,064 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:53:38,858 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:53:40,287 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:53:40,869 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:53:41,486 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:53:47,917 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:53:47,964 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:53:47,984 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-03-06 10:53:48,009 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/documents/a2dbf702-da13-4984-9f8d-94a38c7cac80 | ARGS: {'body': ['0']}
2022-03-06 10:53:48,024 - USER_ID: 9bc5e86e-27cd-4cb0-85a0-90268f1e0c3e | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': 'a079cbb6-8538-481b-89d7-02943fe2896c'}
2022-03-06 10:53:48,041 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: POST | URL: /api/documents/a2dbf702-da13-4984-9f8d-94a38c7cac80/convert | ARGS: {}
2022-03-06 10:54:32,805 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:54:32,817 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/documents/a2dbf702-da13-4984-9f8d-94a38c7cac80/previews | ARGS: {}
2022-03-06 10:54:32,832 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/documents/1abea7c8-9113-437f-b031-069b64bb2915/previews | ARGS: {}
2022-03-06 10:54:32,868 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/documents/1abea7c8-9113-437f-b031-069b64bb2915 | ARGS: {'body': ['0']}
2022-03-06 10:54:32,882 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:54:32,898 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-03-06 10:54:32,915 - USER_ID: 9bc5e86e-27cd-4cb0-85a0-90268f1e0c3e | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'a079cbb6-8538-481b-89d7-02943fe2896c'}
2022-03-06 10:54:32,938 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:54:35,682 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:54:35,728 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: POST | URL: /api/documents/a2dbf702-da13-4984-9f8d-94a38c7cac80/convert | ARGS: {}
2022-03-06 10:55:17,817 - USER_ID: a079cbb6-8538-481b-89d7-02943fe2896c | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:55:18,002 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:55:18,205 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:55:18,406 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:55:46,769 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:55:46,788 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:55:46,933 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-03-06 10:55:46,989 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/documents/05d9d9a4-2386-4d93-974d-d1803b19611f | ARGS: {'body': ['0']}
2022-03-06 10:55:47,012 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: POST | URL: /api/documents/05d9d9a4-2386-4d93-974d-d1803b19611f/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-03-06 10:55:58,313 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:55:58,385 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '05d9d9a4-2386-4d93-974d-d1803b19611f'}, {'id': 'fef45561-291c-43b1-a637-26d842479786'}]}
2022-03-06 10:56:33,320 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:56:33,346 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/documents/05d9d9a4-2386-4d93-974d-d1803b19611f/download | ARGS: {'body': ['0']}
2022-03-06 10:56:33,421 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/documents/05d9d9a4-2386-4d93-974d-d1803b19611f/download | ARGS: {'body': ['0']}
2022-03-06 10:56:33,521 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/documents/d990c577-706b-4249-8b78-5ed9737ffbd3/download | ARGS: {'body': ['0']}
2022-03-06 10:56:33,571 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:56:33,594 - USER_ID: cf55ca97-6823-4bbf-aad7-e5a03193e1d4 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'b1a37a50-b352-4f92-81bf-e3cd890501e0'}
2022-03-06 10:56:33,607 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/documents/d990c577-706b-4249-8b78-5ed9737ffbd3/download | ARGS: {'body': ['0']}
2022-03-06 10:56:33,971 - USER_ID: b1a37a50-b352-4f92-81bf-e3cd890501e0 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:56:34,142 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:56:34,337 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:56:34,527 - USER_ID: 1db16961-6ae3-4ce1-93a4-62c18e45774e | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:57:09,863 - USER_ID: 1db16961-6ae3-4ce1-93a4-62c18e45774e | METHOD: POST | URL: /api/documents/9880238d-20a7-4ac5-902d-e890322e77f0/split | ARGS: {'pages': [1, 2, 5]}
2022-03-06 10:57:16,606 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:57:16,792 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:59:27,584 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:59:27,793 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:59:28,219 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-06 10:59:28,395 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-06 10:59:28,626 - USER_ID: 7d6c035d-ce51-43f4-a79c-9ca166159c77 | METHOD: POST | URL: /api/documents/ | 
2022-03-06 10:59:33,843 - USER_ID: 7d6c035d-ce51-43f4-a79c-9ca166159c77 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-03-06 10:59:33,927 - USER_ID: 7d6c035d-ce51-43f4-a79c-9ca166159c77 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-03-06 10:59:33,953 - USER_ID: 7d6c035d-ce51-43f4-a79c-9ca166159c77 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-03-06 10:59:33,969 - USER_ID: 7d6c035d-ce51-43f4-a79c-9ca166159c77 | METHOD: GET | URL: /api/documents/efce10b1-4355-4a67-9279-f0c043e4df60 | ARGS: {'body': ['0']}
